GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48020900106003,2010,Texas,48,Hays County,209,10600,3,733.08,648,903,801,801,801,764
G48020900106004,2010,Texas,48,Hays County,209,10600,4,1359.71,1189,1450,1937,1937,1937,2498
G48020900106005,2010,Texas,48,Hays County,209,10600,5,1101.53,805,1675,1630.67,1124,2196,1757
G48020900106006,2010,Texas,48,Hays County,209,10600,6,1322.68,750,1620,1667.33,1102,2174,2200
G48020900107011,2010,Texas,48,Hays County,209,10701,1,538.23,512,654,1410.85,1405,1454,2024
G48020900107012,2010,Texas,48,Hays County,209,10701,2,946.71,938,1352,1048.71,1041,1220,948
G48020900107013,2010,Texas,48,Hays County,209,10701,3,1141.03,901,1364,1919,1919,1919,2382
G48020900107014,2010,Texas,48,Hays County,209,10701,4,1372.04,1086,1624,1589,1589,1589,1880
G48020900107021,2010,Texas,48,Hays County,209,10702,1,817,817,817,921,921,921,1632
G48020900107022,2010,Texas,48,Hays County,209,10702,2,690.69,648,705,1232.15,1189,1238,1359
G48020900108031,2010,Texas,48,Hays County,209,10803,1,826.37,761,934,1469,1469,1469,1544
G48020900108032,2010,Texas,48,Hays County,209,10803,2,913.72,724,1057,1291.53,1212,1494,1710
G48020900108033,2010,Texas,48,Hays County,209,10803,3,741.63,688,807,1141,1141,1141,1224
G48020900108041,2010,Texas,48,Hays County,209,10804,1,876.01,875,1008,1459,1459,1459,1741
G48020900108042,2010,Texas,48,Hays County,209,10804,2,1236.99,1081,1238,1948,1948,1948,2861
G48020900108043,2010,Texas,48,Hays County,209,10804,3,1526,1526,1526,2249,2249,2249,2578
G48020900108044,2010,Texas,48,Hays County,209,10804,4,227.27,84,363,595.47,393,675,1805
G48020900108051,2010,Texas,48,Hays County,209,10805,1,62.99,0,442,95.44,0,289,1943
G48020900108052,2010,Texas,48,Hays County,209,10805,2,740,740,740,1147,1147,1147,1549
G48020900108053,2010,Texas,48,Hays County,209,10805,3,30.01,0,442,44.1,4,293,820
G48020900108054,2010,Texas,48,Hays County,209,10805,4,131.78,0,442,194.45,41,330,1426
G48020900108061,2010,Texas,48,Hays County,209,10806,1,450,450,450,579,579,579,883
G48020900108062,2010,Texas,48,Hays County,209,10806,2,704.23,487,705,1541,1541,1541,2772
G48020900108071,2010,Texas,48,Hays County,209,10807,1,774.01,774,881,1158,1158,1158,1249
G48020900108072,2010,Texas,48,Hays County,209,10807,2,394,394,394,576,576,576,713
G48020900108081,2010,Texas,48,Hays County,209,10808,1,434,434,434,1368,1368,1368,1853
G48020900108082,2010,Texas,48,Hays County,209,10808,2,964,964,964,1723,1723,1723,2187
G48020900108083,2010,Texas,48,Hays County,209,10808,3,559,559,559,937,937,937,1804
G48020900108091,2010,Texas,48,Hays County,209,10809,1,897,897,897,2120,2120,2120,3033
G48020900108092,2010,Texas,48,Hays County,209,10809,2,890,890,890,1425,1425,1425,1917
G48020900109011,2010,Texas,48,Hays County,209,10901,1,564,564,564,1172,1172,1172,1589
G48020900109012,2010,Texas,48,Hays County,209,10901,2,1737,1737,1737,2221,2221,2221,2270
G48020900109013,2010,Texas,48,Hays County,209,10901,3,1310,1310,1310,2099,2099,2099,2863
G48020900109014,2010,Texas,48,Hays County,209,10901,4,1138,1138,1138,1117,1117,1117,1047
G48020900109021,2010,Texas,48,Hays County,209,10902,1,350.05,131,409,610,610,610,1398
G48020900109022,2010,Texas,48,Hays County,209,10902,2,970,970,1256,2015,2015,2015,2520
G48020900109023,2010,Texas,48,Hays County,209,10902,3,958,708,958,1077,1077,1077,1906
G48020900109024,2010,Texas,48,Hays County,209,10902,4,223.3,187,901,272,272,272,2695
G48020900109025,2010,Texas,48,Hays County,209,10902,5,839.65,381,873,1538,1538,1538,1576
